Informes Policiales de Accidentes de Tránsito (IPAT) ,Fecha del Accidente,Dirección,Latitud,Longitud,Barrio,Comuna,Corregimiento,Género,Hora,Gravedad,Clase de Accidente,Choque Con,Clase de Vehículo 1,Servicio,Hipótesis,Gravedad Conductor,Embriaguez,Grado,Clase de Vehículo 2,Servicio 2,Hipótesis 2,Gravedad Conductor 2,Embriaguez 2,Grado 2,Motocicleta,Mes
A001579143,2023-02-05T05:00:00Z,CLL 22 55 39,"4°32'66""N","74°39'80.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T18:10:00Z,HERIDO,ATROPELLO,OTRO,CAMPERO,PARTICULAR,0,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,FEBRERO
A001579144,2023-02-08T05:00:00Z,AV LAS PLAMAS CRA 9,"4°21'50""N","74°20'30.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T10:45:00Z,MUERTO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,MUERTO,SI,NEGATIVA,CAMIÓN,PÚBLICO,112,ILESO,SI,NEGATIVA,MOTOCICLETA,FEBRERO
A001579145,2023-02-15T05:00:00Z,LA PAMPA,"4°20'46""N","74°22'40.0""W",LA PAMPA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T03:06:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,FEBRERO
A001579146,2023-02-17T05:00:00Z,CRA 50 CON ALL 24A,"4°32'84""N","74°39'31.0""W",LA GRAN COLOMBIA,SUR OCCIDENTAL,NO APLICA,FEMENINO,1899-12-31T20:10:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,143,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,112,HERIDO,SI,NEGATIVA,NO APLICA,FEBRERO
A001579147,2023-02-18T05:00:00Z,CRA 5 CON CLL3,"4°34'64""N","74°36'08.0""W",EMILIO SIERRA,CENTRO,NO APLICA,MASCULINO,1900-01-01T02:06:16Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,0,HERIDO,SI,NEGATIVA,CAMIONETA,PARTICULAR,112,HERIDO,NO,SIN INFORMACION,NO APLICA,FEBRERO
97322.0,2023-02-19T05:00:00Z,VIA GIRADOT BOGOTA KM 70+685,"4°21'01""N","74°23'32.0""W",CUCHARAL,NO APLICA,OCCIDENTAL,FEMENINO,1899-12-31T23:35:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157,ILESO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
A001579148,2023-02-20T05:00:00Z,KM 4 VIA LA AGUADITA,"4°37'34""N","74°34'41.0""W",VIA LA AGUADITA,NO APLICA,NORTE,MASCULINO,1899-12-31T23:50:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
97324.0,2023-02-26T05:00:00Z,VIA GIRADOT BOGOTA KM 58+625,"4°30'15""N","74°45'04.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,FEMENINO,1899-12-31T13:30:00Z,HERIDO,CHOQUE,OBJETO FIJO,AUTOMÓVIL,PARTICULAR,115,HERIDO,SI,2,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,FEBRERO
A001579149,2023-03-01T05:00:00Z,CLL 11 CON CRA 6,"4°20'46""N","74°22'40.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T13:00:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
A001579150,2023-03-02T05:00:00Z,CLL 1 CRA 10,"4°20'48""N","74°21'53.0""W",GAITAN,NORTE,NO APLICA,MASCULINO,1899-12-31T17:50:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,101-104,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001579151,2023-03-03T05:00:00Z,CRA 5 CLL 9,"4°19'51""N","74°21'51.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1900-01-01T01:41:16Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,132,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
A001579152,2023-03-04T05:00:00Z,CRA 3 CALL 2,"4°34'73""N","74°55'93.0""W",SANTANDER,CENTRO,NO APLICA,MASCULINO,1899-12-31T19:15:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,123,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
97325.0,2023-03-09T05:00:00Z,VIA GIRADOT BOGOTA KM 03+800,"4°20'05""N","74°23'54.0""W",VARIANTE,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T18:10:00Z,HERIDO,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,0,ILESO,SI,0,MICROBUS,PÚBLICO,157,ILESO,SI,NEGATIVA,NO APLICA,MARZO
A001579153,2023-03-09T05:00:00Z,TV 27 No 3 49,"4°34'71""N","74°37'81.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T13:00:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,138,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
97326.0,2023-03-10T05:00:00Z,VIA BOGOTA GIRADOT KM 49+500,"4°15'46""N","74°31'17.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T04:36:16Z,MUERTO,CHOQUE,OBJETO FIJO,MOTOCICLETA,PARTICULAR,157,MUERTO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
A001579154,2023-03-10T05:00:00Z,CRA 5 CLL 1,"4°34'72""N","74°36'08.0""W",LA FLORIDA,CENTRO,NO APLICA,MASCULINO,1899-12-31T17:00:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,132,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,139,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001579155,2023-03-10T05:00:00Z,TV 12 CLL 16,"4°33'74""N","74°36'42.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T20:50:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,139,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
97327.0,2023-03-14T05:00:00Z,VIA BOGOTA GIRADOT KM 52+000,"4°16'11""N","74°29'58.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T02:46:16Z,MUERTO,ATROPELLO,OTRO,AUTOMÓVIL,PARTICULAR,506,SIN INFORMACION,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
C-001581051,2023-03-15T05:00:00Z,VIA BOGOTA GIRADOT KM 72+150,"4°21'44""N","74°22'52.0""W",RESGUARDO,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T22:20:00Z,MUERTO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,157,MUERTO,NO,SIN INFORMACION,TRACTOCAMION,PÚBLICO,0,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001579156,2023-03-15T05:00:00Z,CRA 22 37 14,"4°20'46""N","74°22'40.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T23:10:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,CAMPERO,PARTICULAR,143,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001579157,2023-03-17T05:00:00Z,CLL 10 CRA 9,"4°34'04""N","74°36'38.0""W",POTOSI,CENTRO,NO APLICA,MASCULINO,1899-12-31T21:00:00Z,HERIDO,ATROPELLO,OTRO,MICROBUS,PÚBLICO,123,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
C-001581052,2023-03-19T05:00:00Z,VIA BOGOTA GIRADOT KM 44+400,"4°15'22""N","74°32'06.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:50:00Z,HERIDO,CHOQUE,OBJETO FIJO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
A001579158,2023-03-20T05:00:00Z,AV LAS PALMAS 17 58,"4°20'46""N","74°22'40.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T00:56:16Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,141,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,121,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001579159,2023-03-21T05:00:00Z,TV 12 16A 89,"4°20'46""N","74°22'40.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T20:30:00Z,HERIDO,ATROPELLO,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
A001579160,2023-03-24T05:00:00Z,CRA 5 8 22,"4°21'79""N","74°20'32.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T00:16:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,AUTOMOVIL,PÚBLICO,157,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
C-001581053,2023-03-25T05:00:00Z,VIA GIRADOT BOGOTA KM 44+000,"4°15'19""N","74°32'16.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T02:56:16Z,HERIDO,VOLCAMIENTO,OTRO,CAMIONETA,PARTICULAR,157,ILESO,SI,0,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
C-001581054,2023-03-28T05:00:00Z,VIA GIRADOT BOGOTA KM 76+360,"4°23'19""N","74°23'27.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T23:05:00Z,HERIDO,ATROPELLO,OTRO,CAMIONETA,PARTICULAR,0,ILESO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
A001579161,2023-03-31T05:00:00Z,CRA 1 CLL 2,"4°34'75""N","74°35'77.0""W",SANTANDER,CENTRO,NO APLICA,MASCULINO,1899-12-31T18:45:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,OFICIAL,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,122,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
C-001581055,2023-04-01T05:00:00Z,VIA GIRADOT BOGOTA KM 55+000,"4°28'27""N","74°47'63.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T15:10:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,0,MOTOCICLETA,PARTICULAR,122,ILESO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001579162,2023-04-02T05:00:00Z,CLL 25 CRA 70,"4°32'66""N","74°40'51.0""W",VILLA CELESTE,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T06:40:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,115,ILESO,SI,2,AUTOMOVIL,PÚBLICO,116,HERIDO,SI,NEGATIVA,NO APLICA,ABRIL
A001579163,2023-04-03T05:00:00Z,CRA 27 35 75,"4°33'30""N","74°37'88.0""W",BOSQUES DE MIRAMONTE,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T16:20:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,102,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
C-001581056,2023-04-04T05:00:00Z,VIA BOGOTA GIRADOT KM 78+850,"4°23'04""N","74°23'25.0""W",LA CASCADA,NO APLICA,OCCIDENTAL,MASCULINO,1900-01-01T04:06:16Z,MUERTO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,0,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001579164,2023-04-04T05:00:00Z,CRA 6 8 49,"4°20'46""N","74°22'40.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T23:45:00Z,HERIDO,ATROPELLO,VEHÍCULO,MOTOCICLETA,PARTICULAR,113,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001579165,2023-04-08T05:00:00Z,CRA 25 61 B 44,"4°20'46""N","74°22'40.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T04:36:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,115,ILESO,SI,1,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001579166,2023-04-09T05:00:00Z,VIA FGGA LA AGAUDITA,"4°22'27""N","74°20'30.0""W",TIERRA NEGRA,NO APLICA,NORTE,MASCULINO,1899-12-31T22:40:00Z,HERIDO,CHOQUE,VEHÍCULO,BUS,PÚBLICO,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,127,HERIDO,SI,NEGATIVA,NO APLICA,ABRIL
A001579167,2023-04-11T05:00:00Z,CLL 22 68 09,"4°32'66""N","74°40'37.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T23:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,123,ILESO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001579168,2023-04-12T05:00:00Z,AV CALL 22 CRA 43,"4°20'46""N","74°22'40.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T02:16:16Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,132,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,ABRIL
C-001581086,2023-04-16T05:00:00Z,VIA BOGOTA GIRADOT KM 57+950,"4°20'57""N","74°23'10.0""W",VARIANTE,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T01:56:16Z,HERIDO,VOLCAMIENTO,VEHÍCULO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001579170,2023-04-16T05:00:00Z,TV 12 DG 16,"4°33'89""N","74°36'38.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T05:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,ABRIL
A001579171,2023-04-16T05:00:00Z,TV 12 DG 16,"4°33'89""N","74°36'38.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T11:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,115,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,0,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001579172,2023-04-18T05:00:00Z,CLL 19 48 25,"4°32'66""N","74°40'37.0""W",LA GRAN COLOMBIA,SUR OCCIDENTAL,NO APLICA,FEMENINO,1900-01-01T00:56:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,114,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001579173,2023-04-19T05:00:00Z,CRA 3 CLL 9,"4°32'95""N","74°36'33.0""W",ANTONIO NARIÑO,ORIENTAL,NO APLICA,FEMENINO,1899-12-31T11:30:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,BICICLETA,PARTICULAR,90,HERIDO,SI,NEGATIVA,NO APLICA,ABRIL
A001579174,2023-04-20T05:00:00Z,DG 3 BIS NORTE 11 04,"4°35'11""N","74°36'61.0""W",PEKIN,ORIENTAL,NO APLICA,MASCULINO,1899-12-31T19:10:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,BICICLETA,PARTICULAR,123,HERIDO,SI,NEGATIVA,NO APLICA,ABRIL
A001579175,2023-04-21T05:00:00Z,CLL 24 B FRENTE 3 49,"4°34'63""N","74°37'73.0""W",SANTA BARBARA,SUR ORIENTAL,NO APLICA,MASCULINO,1900-01-01T01:36:16Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,ABRIL
A001579176,2023-04-21T05:00:00Z,TV 76 DG 23,"4°19'54""N","74°22'33.0""W",SECTOR DEL INDIO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T02:46:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,112,HERIDO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001579177,2023-04-22T05:00:00Z,CLL 3 CRA 7,"4°34'63""N","74°36'23.0""W",LA FLORIDA,CENTRO,NO APLICA,MASCULINO,1899-12-31T22:50:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,113,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001579178,2023-04-23T05:00:00Z,CRA 2D ESTE 22 A 22,"4°33'30""N","74°37'88.0""W",PRADOS DE ALTAGRACIA,SUR ORIENTAL,NO APLICA,MASCULINO,1900-01-01T02:16:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,115,ILESO,SI,3,AUTOMOVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001579179,2023-04-25T05:00:00Z,CRA 12 CLL 4,"4°34'53""N","74°36'59.0""W",LUXEMBURGO,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T17:00:00Z,HERIDO,ATROPELLO,OTRO,CAMIÓN,PÚBLICO,145,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001579180,2023-04-26T05:00:00Z,CRA 27 CON CLL 3,"4°19'51""N","74°21'51.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T10:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,123,HERIDO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001579181,2023-04-26T05:00:00Z,CLL 22 CRA 42 43,"4°19'43""N","74°23'13.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T22:30:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,102,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,ABRIL
C-001581087,2023-04-27T05:00:00Z,VIA GIRADOT BOGOTA KM 53+000,"4°16'26""N","74°29'17.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T08:30:00Z,HERIDO,CHOQUE,OTRO,TRACTOCAMION,PÚBLICO,157,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001579182,2023-04-27T05:00:00Z,CRA 2 1A 45,"4°34'75""N","74°35'83.0""W",LA FLORIDA,CENTRO,NO APLICA,MASCULINO,1899-12-31T17:15:00Z,HERIDO,ATROPELLO,OTRO,CAMPERO,PARTICULAR,134,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001579183,2023-04-29T05:00:00Z,CRA 2 19 59,"4°33'30""N","74°37'88.0""W",PRADOS DE ALTAGRACIA,SUR ORIENTAL,NO APLICA,MASCULINO,1900-01-01T00:41:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,137,ILESO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,114,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001579184,2023-04-29T05:00:00Z,CLL 22 CON CRA 42A,"4°35'20""N","74°26'89.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T03:16:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,114,ILESO,SI,RENUENTE,AUTOMOVIL,PARTICULAR,123,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
C-001581089,2023-05-01T05:00:00Z,VIA GIRADOT BOGOTA KM 47+850,"4°15'39""N","74°32'06.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T23:10:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIÓN,PÚBLICO,0,ILESO,SI,0,MOTOCICLETA,PARTICULAR,105,HERIDO,NO,SIN INFORMACION,MOTOCICLETA,MAYO
A001579185,2023-05-03T05:00:00Z,CLL 27 CON CRA 4,"4°35'20""N","74°26'89.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T05:20:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,123,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579186,2023-05-03T05:00:00Z,CRA 6 CON CLL 14,"4°35'20""N","74°26'89.0""W",COBURGO,ORIENTAL,NO APLICA,MASCULINO,1899-12-31T11:30:00Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,157,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157,ILESO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579188,2023-05-04T05:00:00Z,AV LAS PALMAS 15A 60,"4°34'16""N","74°36'77.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T18:10:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579199,2023-05-04T05:00:00Z,CLL 25 48 50,"4°32'79""N","74°39'12.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T10:00:00Z,HERIDO,CHOQUE,OBJETO FIJO,CAMIONETA,PÚBLICO,106,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MAYO
A001579189,2023-05-07T05:00:00Z,DG 23C 45 10,"4°19'42""N","74°23'19.0""W",LA QUERENCIA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T02:24:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,CAMIONETA,PARTICULAR,121,ILESO,SI,NEGATIVA,NO APLICA,MAYO
A001579190,2023-05-08T05:00:00Z,SECTOR BELMIRA,"4°32'71""N","74°39'40.0""W",SECTOR BELMIRA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T20:30:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,121,ILESO,SI,NEGATIVA,MOTOCICLETA,MAYO
A001579191,2023-05-10T05:00:00Z,CLL 24 B FRENTE A LA RAMONA,"4°20'09""N","74°22'36.0""W",FRENTE A LA RAMONA,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T20:15:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,131,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MAYO
A001579192,2023-05-10T05:00:00Z,CRA 7 CLL 8,"4°34'25""N","74°36'22.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T00:27:16Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,154,ILESO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MAYO
A001579193,2023-05-12T05:00:00Z,CLL 22 43 35,"4°32'91""N","74°38'48.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T20:00:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,102,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,123,ILESO,SI,NEGATIVA,NO APLICA,MAYO
